ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min)
0x8ed2,VADRES20DEL01,36,5.0,22.311358,73.164798,22.381358,73.234798,2022-03-31,19:55:00,20:05:00,conditions Fog,Jam ,1,Snack ,motorcycle ,1,No ,Metropolitian ,35
0x64cc,CHENRES19DEL01,31,4.2,12.986047,80.218114,13.096047,80.328114,2022-03-23,21:20:00,21:30:00,conditions Sandstorms,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,50
0x2ed0,HYDRES02DEL03,39,4.1,17.41233,78.449654,17.47233,78.509654,2022-03-24,21:45:00,21:50:00,conditions Stormy,Jam ,1,Meal ,scooter ,1,No ,Metropolitian ,34
0x7553,SURRES03DEL01,29,4.6,21.186884,72.793616,21.226884,72.833616,2022-03-03,14:50:00,15:00:00,conditions Sandstorms,High ,1,Snack ,scooter ,0,No ,Urban ,23
0x35d8,COIMBRES17DEL03,37,4.9,11.026117,76.944652,11.056117,76.974652,2022-03-09,18:10:00,18:20:00,conditions Fog,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,27
0x9832,VADRES08DEL01,33,4.7,0.0,0.0,0.04,0.04,2022-03-17,12:20:00,12:30:00,conditions Cloudy,High ,0,Snack ,motorcycle ,0,No ,Urban ,26
0x4c88,MUMRES08DEL01,31,3.9,19.065838,72.832658,19.135838,72.902658,2022-03-18,23:40:00,23:50:00,conditions Cloudy,Low ,1,Buffet ,scooter ,1,No ,Metropolitian ,35
0x9693,VADRES18DEL01,37,4.6,0.0,0.0,0.04,0.04,2022-03-19,12:50:00,12:55:00,conditions Windy,High ,0,Drinks ,motorcycle ,1,No ,Urban ,41
0x81a5,BANGRES04DEL03,26,4.4,12.98041,77.640489,13.04041,77.700489,2022-03-07,23:20:00,23:30:00,conditions Sandstorms,Low ,0,Buffet ,motorcycle ,0,No ,NaN ,23
0xae56,COIMBRES02DEL01,24,4.6,11.022477,76.995667,11.132477,77.105667,2022-03-04,17:50:00,18:00:00,conditions Stormy,Medium ,0,Snack ,motorcycle ,0,No ,Metropolitian ,30
0x8d18,RANCHIRES12DEL02,23,4.8,0.0,0.0,0.02,0.02,2022-04-03,10:25:00,10:35:00,conditions Windy,Low ,1,Buffet ,scooter ,1,No ,Metropolitian ,19
0x9cba,VADRES18DEL01,36,4.9,0.0,0.0,0.01,0.01,2022-03-11,09:10:00,09:25:00,conditions Windy,Low ,1,Buffet ,scooter ,1,No ,Metropolitian ,27
0x9b79,MYSRES13DEL01,39,4.8,12.310972,76.659264,12.350972,76.699264,2022-04-01,12:30:00,12:45:00,conditions Cloudy,High ,0,Snack ,motorcycle ,1,No ,Metropolitian ,28
0x596a,COIMBRES03DEL02,20,4.7,11.025083,77.015393,11.105083,77.095393,2022-03-20,17:10:00,17:20:00,conditions Sandstorms,Medium ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,24
0x78aa,MYSRES16DEL02,20,5.0,12.316967,76.603067,12.446967,76.733067,2022-03-31,19:15:00,19:30:00,conditions Cloudy,Jam ,0,Meal ,motorcycle ,1,No ,Urban ,36
0xd7ec,KOLRES04DEL03,29,4.3,22.538731,88.364878,22.598731,88.424878,2022-02-13,23:50:00,23:55:00,conditions Sandstorms,Low ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,28
0x55b1,COIMBRES11DEL01,36,4.8,11.001753,76.986241,11.111753,77.096241,2022-03-29,18:45:00,18:50:00,conditions Fog,Medium ,2,Drinks ,motorcycle ,1,No ,Urban ,31
0x87e4,VADRES13DEL03,36,4.0,22.310237,73.158921,22.400237,73.248921,2022-03-16,20:40:00,20:45:00,conditions Sunny,Jam ,0,Meal ,motorcycle ,3,No ,Metropolitian ,44
0x82c3,RANCHIRES04DEL02,22,4.8,23.359033,85.325347,23.439033,85.405347,2022-03-14,22:10:00,22:25:00,conditions Windy,Low ,1,Drinks ,scooter ,1,No ,Metropolitian ,15
0x5397,PUNERES18DEL01,38,4.4,18.593481,73.785901,18.663481,73.855901,2022-03-31,17:20:00,17:25:00,conditions Windy,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,33
0x876b,SURRES01DEL02,39,4.9,21.186438,72.794115,21.236438,72.844115,2022-03-17,19:55:00,20:10:00,conditions Fog,Jam ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,30
0x3a5a,INDORES08DEL02,24,4.9,22.725748,75.898497,22.775748,75.948497,2022-03-28,18:15:00,18:25:00,conditions Stormy,Medium ,1,Snack ,scooter ,1,No ,Metropolitian ,22
0x51e4,VADRES18DEL01,30,4.1,0.0,0.0,0.07,0.07,2022-04-04,23:50:00,00:00:00,conditions Fog,Low ,0,Snack ,motorcycle ,0,No ,Metropolitian ,43
0x5631,HYDRES18DEL03,35,4.8,17.450851,78.379347,17.540851,78.469347,2022-03-04,17:25:00,17:35:00,conditions Fog,Medium ,0,Meal ,motorcycle ,3,No ,Metropolitian ,48
0x1dac,CHENRES07DEL03,33,4.5,13.081878,80.248519,13.171878,80.338519,2022-03-04,23:45:00,00:00:00,conditions Stormy,Low ,2,Drinks ,electric_scooter ,1,No ,Metropolitian ,19
0xde01,KOCRES010DEL01,39,4.7,10.035573,76.336958,10.105573,76.406958,2022-02-14,18:30:00,18:35:00,conditions Windy,Medium ,1,Snack ,motorcycle ,1,No ,Urban ,21
0x8771,VADRES11DEL02,31,4.3,22.308096,73.167753,22.388096,73.247753,2022-03-25,21:35:00,21:45:00,conditions Windy,Jam ,1,Drinks ,motorcycle ,0,No ,Metropolitian ,44
0x3645,CHENRES20DEL01,37,4.5,12.975996,80.221898,12.985996,80.231898,2022-03-17,08:40:00,08:55:00,conditions Windy,Low ,2,Drinks ,scooter ,0,No ,Metropolitian ,26
0x1ff1,MYSRES04DEL03,37,4.7,12.3085,76.665808,12.3385,76.695808,2022-04-01,22:35:00,22:40:00,conditions Windy,Low ,1,Buffet ,scooter ,1,No ,Metropolitian ,26
0x4a3c,MUMRES13DEL01,33,5.0,19.178321,72.834715,19.188321,72.844715,2022-03-19,11:45:00,11:50:00,conditions Windy,High ,1,Meal ,motorcycle ,1,No ,Metropolitian ,31
0x6e0d,RANCHIRES03DEL03,24,4.6,0.0,0.0,0.06,0.06,2022-03-07,23:25:00,23:40:00,conditions Stormy,Low ,2,Meal ,scooter ,1,No ,Urban ,19
0x6cc6,JAPRES08DEL02,33,4.5,26.910262,75.783013,26.990262,75.863013,2022-03-02,19:10:00,19:15:00,conditions Sunny,Jam ,1,Snack ,scooter ,0,No ,Metropolitian ,18
0xc141,ALHRES12DEL01,39,4.7,25.443994,81.860187,25.513994,81.930187,2022-02-16,18:45:00,19:00:00,conditions Fog,Medium ,2,Meal ,motorcycle ,1,No ,Metropolitian ,38
0x690f,RANCHIRES11DEL03,37,4.6,23.359194,85.325447,23.449194,85.415447,2022-03-29,18:15:00,18:25:00,conditions Cloudy,Medium ,1,Snack ,motorcycle ,1,No ,Metropolitian ,32
0xb4ba,HYDRES19DEL02,25,4.9,17.458998,78.500366,17.508998,78.550366,2022-03-07,22:30:00,22:35:00,conditions Sandstorms,Low ,2,Meal ,scooter ,1,No ,Metropolitian ,17
0x63a9,PUNERES17DEL03,28,4.8,18.530963,73.828972,18.590963,73.888972,2022-03-03,19:00:00,19:05:00,conditions Fog,Medium ,1,Buffet ,scooter ,1,No ,Urban ,11
0x88dd,MYSRES010DEL01,38,4.7,12.321214,76.621094,12.361214,76.661094,2022-03-30,13:10:00,13:20:00,conditions Windy,High ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,31
0x87a8,MYSRES04DEL03,31,4.6,12.3085,76.665808,12.3685,76.725808,2022-03-19,17:55:00,18:05:00,conditions Windy,Medium ,0,Meal ,motorcycle ,0,No ,Metropolitian ,25
0x3f8d,MUMRES06DEL03,25,4.8,19.055831,72.833984,19.115831,72.893984,2022-03-15,19:50:00,20:05:00,conditions Cloudy,Jam ,2,Snack ,motorcycle ,1,No ,Metropolitian ,22
0x290c,MYSRES18DEL01,35,4.9,12.337928,76.617889,12.407928,76.687889,2022-03-02,21:15:00,21:20:00,conditions Fog,Jam ,0,Drinks ,motorcycle ,3,No ,Metropolitian ,43
0x7ece,RANCHIRES18DEL01,39,4.7,23.351489,85.324253,23.421489,85.394253,2022-03-31,19:35:00,19:45:00,conditions Fog,Jam ,0,Buffet ,motorcycle ,1,Yes ,Metropolitian ,42
0x1365,INDORES06DEL02,38,3.9,22.728163,75.884212,22.808163,75.964212,2022-03-06,19:10:00,19:20:00,conditions Stormy,Jam ,1,Meal ,motorcycle ,0,No ,Metropolitian ,42
0x33a4,CHENRES15DEL03,35,4.7,13.026286,80.275235,13.056286,80.305235,2022-03-21,21:20:00,21:30:00,conditions Fog,Jam ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,34
0x8f3c,JAPRES07DEL02,29,4.7,26.766536,75.837333,26.786536,75.857333,2022-03-01,09:50:00,10:05:00,conditions Sandstorms,Low ,1,Snack ,motorcycle ,1,No ,Metropolitian ,17
0x2fe1,SURRES18DEL03,27,4.6,21.149834,72.778666,21.179834,72.808666,2022-03-24,20:35:00,20:40:00,conditions Stormy,Jam ,1,Snack ,scooter ,0,No ,Metropolitian ,25
0x4b5b,MYSRES04DEL03,38,4.3,12.3085,76.665808,12.3985,76.755808,2022-04-04,21:15:00,21:25:00,conditions Sandstorms,Jam ,0,Meal ,motorcycle ,1,Yes ,Semi-Urban ,54
0x7405,SURRES19DEL01,36,4.9,21.149669,72.772629,21.219669,72.842629,2022-03-02,23:00:00,23:15:00,conditions Windy,Low ,2,Buffet ,motorcycle ,0,No ,Metropolitian ,21
0xd02b,KNPRES16DEL03,26,4.1,26.482581,80.315628,26.572581,80.405628,2022-02-12,19:45:00,19:50:00,conditions Fog,Jam ,2,Meal ,motorcycle ,1,No ,Metropolitian ,36
0x1f0e,MYSRES12DEL03,36,4.9,12.284747,76.625861,12.344747,76.685861,2022-04-05,17:45:00,17:55:00,conditions Sunny,Medium ,1,Drinks ,motorcycle ,0,No ,Metropolitian ,17
0x7085,JAPRES09DEL01,21,4.7,26.911378,75.789034,26.921378,75.799034,2022-03-03,09:00:00,09:10:00,conditions Sunny,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,16
0x57fa,CHENRES04DEL02,35,4.7,13.02978,80.208812,13.10978,80.288812,2022-04-06,20:00:00,20:05:00,conditions Sunny,Jam ,2,Meal ,electric_scooter ,1,No ,Metropolitian ,27
0x57fc,MYSRES09DEL01,20,4.5,12.323194,76.630583,12.363194,76.670583,2022-03-17,12:50:00,12:55:00,conditions Fog,High ,2,Meal ,motorcycle ,1,No ,Metropolitian ,26
0x7a1f,PUNERES19DEL03,23,4.6,18.563934,73.915367,18.653934,74.005367,2022-03-31,21:40:00,21:55:00,conditions Fog,Jam ,0,Snack ,motorcycle ,2,Yes ,Metropolitian ,46
0xceac,KOLRES18DEL03,37,5.0,22.569367,88.433187,22.629367,88.493187,2022-02-17,19:55:00,20:05:00,conditions Sunny,Jam ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,29
0xa0a5,BANGRES14DEL03,26,4.8,12.949934,77.699386,13.009934,77.759386,2022-03-09,19:35:00,19:40:00,conditions Sandstorms,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,23
0x6118,INDORES09DEL01,26,4.9,22.725835,75.887648,22.835835,75.997648,2022-03-25,17:10:00,17:25:00,conditions Stormy,Medium ,1,Snack ,motorcycle ,0,No ,Metropolitian ,28
0x46fd,PUNERES09DEL03,29,4.8,18.536562,73.896485,18.596562,73.956485,2022-03-11,19:35:00,19:40:00,conditions Cloudy,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,25
0x5134,RANCHIRES01DEL02,29,4.7,23.416792,85.316842,23.436792,85.336842,2022-03-03,10:30:00,10:45:00,conditions Sandstorms,Low ,2,Snack ,motorcycle ,0,No ,Metropolitian ,11
0xd418,LUDHRES010DEL03,21,4.9,30.89286,75.822199,30.92286,75.852199,2022-02-15,18:10:00,18:20:00,conditions Windy,Medium ,1,Meal ,scooter ,1,No ,Metropolitian ,26
0x256c,MYSRES13DEL02,22,4.3,12.310972,76.659264,12.330972,76.679264,2022-03-07,10:10:00,10:25:00,conditions Stormy,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,23
0x6055,JAPRES18DEL02,31,4.0,26.913987,75.752891,26.993987,75.832891,2022-03-18,17:50:00,18:05:00,conditions Fog,Medium ,1,Snack ,motorcycle ,2,No ,Metropolitian ,39
0x7bfb,COIMBRES11DEL02,20,4.5,11.001753,76.986241,11.021753,77.006241,2022-04-03,08:50:00,09:00:00,conditions Fog,Low ,1,Snack ,motorcycle ,0,No ,NaN ,11
0x1568,BANGRES01DEL01,36,4.8,12.933284,77.615428,13.003284,77.685428,2022-03-06,17:55:00,18:10:00,conditions Fog,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,43
0x1c60,MYSRES15DEL01,32,4.7,12.352058,76.60665,12.362058,76.61665,2022-03-21,09:40:00,09:50:00,conditions Windy,Low ,2,Buffet ,electric_scooter ,0,No ,Metropolitian ,25
0x7944,CHENRES02DEL03,25,5.0,13.086438,80.220672,13.146439,80.280672,2022-03-19,18:20:00,18:25:00,conditions Windy,Medium ,1,Drinks ,motorcycle ,0,No ,Metropolitian ,27
0x77ee,HYDRES12DEL01,27,4.5,17.429585,78.392621,17.469585,78.432621,2022-03-28,15:35:00,15:50:00,conditions Windy,Medium ,2,Drinks ,scooter ,1,No ,Metropolitian ,29
0x2192,BANGRES07DEL01,32,4.1,12.978453,77.643685,13.048453,77.713685,2022-03-29,18:15:00,18:30:00,conditions Sandstorms,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,33
0x48c7,CHENRES09DEL01,23,4.7,13.044694,80.26147,13.084694,80.30147,2022-03-17,16:55:00,17:00:00,conditions Fog,Medium ,1,Drinks ,motorcycle ,1,No ,Urban ,19
0x78bf,BANGRES04DEL02,39,4.4,12.98041,77.640489,13.11041,77.770489,2022-03-29,18:10:00,18:15:00,conditions Sunny,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,33
0x7a5a,VADRES04DEL03,20,4.8,0.0,0.0,0.06,0.06,2022-03-21,19:15:00,19:20:00,conditions Fog,Jam ,1,Snack ,motorcycle ,1,No ,Metropolitian ,28
0x4321,JAPRES13DEL02,20,4.8,26.846156,75.8023,26.926156,75.8823,2022-03-04,18:25:00,18:35:00,conditions Windy,Medium ,2,Drinks ,electric_scooter ,0,No ,NaN ,15
0xe00d,ALHRES07DEL03,29,4.6,25.449659,81.839744,25.479659,81.869744,2022-02-15,20:30:00,20:45:00,conditions Stormy,Jam ,1,Meal ,scooter ,1,No ,Metropolitian ,29
0x1e86,JAPRES06DEL03,26,4.9,26.911927,75.797282,27.051927,75.937282,2022-03-29,22:55:00,23:00:00,conditions Stormy,Low ,2,Meal ,scooter ,1,No ,Metropolitian ,18
0xcff0,KOCRES03DEL01,25,5.0,10.020683,76.310631,10.030683,76.320631,2022-02-13,10:55:00,11:00:00,conditions Stormy,Low ,1,Meal ,motorcycle ,1,No ,Metropolitian ,14
0x1e2d,BANGRES13DEL01,34,4.7,12.935662,77.61413,12.975662,77.65413,2022-04-03,16:00:00,16:15:00,conditions Windy,Medium ,1,Snack ,motorcycle ,1,No ,Metropolitian ,30
0xd072,GOARES02DEL01,31,4.9,15.585658,73.743606,15.625658,73.783606,2022-02-13,14:50:00,15:05:00,conditions Sunny,High ,0,Snack ,motorcycle ,0,No ,Metropolitian ,28
0x9a57,RANCHIRES03DEL02,24,4.7,0.0,0.0,0.13,0.13,2022-03-16,20:20:00,20:25:00,conditions Fog,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,39
0x427b,HYDRES12DEL03,30,4.9,17.429585,78.392621,17.519585,78.482621,2022-04-02,19:00:00,19:15:00,conditions Cloudy,Medium ,2,Meal ,motorcycle ,0,No ,Metropolitian ,30
0x52e2,JAPRES07DEL02,36,4.8,26.766536,75.837333,26.896536,75.967333,2022-03-20,18:15:00,18:20:00,conditions Sandstorms,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,36
0xb5d2,JAPRES18DEL03,26,4.7,26.913987,75.752891,27.053987,75.892891,2022-03-04,19:35:00,19:40:00,conditions Cloudy,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,43
0x6c4d,VADRES05DEL01,30,4.6,22.310526,73.170937,22.420526,73.280937,2022-03-27,23:35:00,23:45:00,conditions Sunny,Low ,2,Buffet ,scooter ,1,No ,NaN ,29
0xd1c8,AURGRES02DEL03,20,4.8,0.0,0.0,0.03,0.03,2022-02-11,18:00:00,18:15:00,conditions Stormy,Medium ,2,Drinks ,scooter ,1,No ,Metropolitian ,25
0x98ca,BANGRES17DEL02,33,4.7,12.972532,77.608179,13.022532,77.658179,2022-03-09,18:10:00,18:25:00,conditions Fog,Medium ,2,Buffet ,electric_scooter ,1,No ,Urban ,15
0x644b,MUMRES20DEL03,34,4.0,19.103249,72.846749,19.193249,72.936749,2022-03-12,21:10:00,21:15:00,conditions Windy,Jam ,0,Snack ,motorcycle ,2,No ,Metropolitian ,39
0x7a2d,HYDRES14DEL02,36,4.6,17.426228,78.407495,17.506228,78.487495,2022-04-04,23:40:00,23:50:00,conditions Windy,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,20
0xe13f,KNPRES02DEL02,33,4.6,26.471617,80.313564,26.491617,80.333564,2022-02-11,11:00:00,11:10:00,conditions Fog,Low ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,15
0xc278,AURGRES19DEL01,22,4.8,19.866969,75.318894,19.976969,75.428894,2022-02-18,22:45:00,23:00:00,conditions Sandstorms,Low ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,16
0x5912,PUNERES18DEL01,38,4.7,18.593481,73.785901,18.603481,73.795901,2022-03-19,11:00:00,11:15:00,conditions Sunny,Low ,2,Drinks ,scooter ,1,No ,Metropolitian ,19
0xab33,BANGRES08DEL02,27,4.9,12.906229,77.596791,12.986229,77.676791,2022-03-02,23:25:00,23:40:00,conditions Fog,Low ,2,Drinks ,scooter ,0,No ,Metropolitian ,20
0xdd96,KNPRES16DEL01,32,4.8,26.482581,80.315628,26.552581,80.385628,2022-02-14,21:00:00,21:10:00,conditions Sunny,Jam ,2,Meal ,scooter ,1,No ,Metropolitian ,25
0x7646,BANGRES010DEL02,26,4.8,12.933298,77.614293,13.013298,77.694293,2022-03-27,19:30:00,19:40:00,conditions Cloudy,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,43
0x5ef5,INDORES03DEL02,29,4.5,22.751857,75.866699,22.881857,75.996699,2022-03-04,22:55:00,23:05:00,conditions Windy,Low ,0,Drinks ,motorcycle ,0,No ,Urban ,15
0x7ef7,COIMBRES16DEL02,31,4.5,11.010375,76.95295,11.090375,77.03295,2022-04-06,20:25:00,20:40:00,conditions Sunny,Jam ,0,Buffet ,motorcycle ,0,No ,Urban ,29
0x1136,HYDRES20DEL01,28,4.6,17.483216,78.552111,17.523216,78.592111,2022-03-26,12:35:00,12:50:00,conditions Stormy,High ,2,Drinks ,motorcycle ,0,No ,Metropolitian ,14
0xd032,AGRRES08DEL03,21,4.8,27.160934,78.044095,27.220934,78.104095,2022-02-11,18:55:00,19:00:00,conditions Sunny,Medium ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,11
0x871c,RANCHIRES12DEL02,30,4.9,0.0,0.0,0.08,0.08,2022-03-18,23:45:00,23:55:00,conditions Windy,Low ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,29
0xcf18,ALHRES05DEL01,29,4.7,25.457687,81.835585,25.497687,81.875585,2022-02-11,15:25:00,15:30:00,conditions Cloudy,Medium ,2,Buffet ,motorcycle ,1,No ,Urban ,11
0x1dad,MUMRES01DEL01,20,4.8,19.12663,72.829976,19.13663,72.839976,2022-03-28,11:30:00,11:40:00,conditions Sunny,High ,1,Snack ,motorcycle ,0,No ,Metropolitian ,14
0xc918,AURGRES14DEL03,28,5.0,19.875016,75.322405,19.965016,75.412405,2022-02-16,22:35:00,22:45:00,conditions Windy,Low ,0,Snack ,motorcycle ,0,No ,Urban ,15
0x33c1,MUMRES13DEL01,25,4.7,19.178321,72.834715,19.248321,72.904715,2022-03-16,23:35:00,23:45:00,conditions Sandstorms,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,16
0x27fe,CHENRES14DEL02,38,4.8,13.026279,80.174568,13.046279,80.194568,2022-03-28,10:25:00,10:30:00,conditions Stormy,Low ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,20
0x1536,HYDRES06DEL03,39,4.9,17.455894,78.375467,17.485894,78.405467,2022-03-03,22:20:00,22:30:00,conditions Stormy,Low ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,26
0xa152,SURRES18DEL03,26,4.9,21.149834,72.778666,21.209834,72.838666,2022-03-13,17:15:00,17:20:00,conditions Windy,Medium ,1,Snack ,scooter ,0,No ,Metropolitian ,26
0x9c9a,COIMBRES02DEL01,33,4.4,11.022477,76.995667,11.092477,77.065667,2022-03-14,21:30:00,21:45:00,conditions Windy,Jam ,1,Meal ,motorcycle ,0,No ,Urban ,43
0x3052,VADRES13DEL03,24,4.6,22.310237,73.158921,22.370237,73.218921,2022-03-01,18:40:00,18:50:00,conditions Sandstorms,Medium ,0,Snack ,motorcycle ,1,No ,Urban ,25
0x1045,COIMBRES16DEL01,24,4.9,11.010375,76.95295,11.050375,76.99295,2022-03-21,15:10:00,15:20:00,conditions Fog,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,28
0x2391,INDORES13DEL03,33,4.5,22.745049,75.892471,22.835049,75.982471,2022-03-10,22:50:00,23:05:00,conditions Stormy,Low ,2,Buffet ,scooter ,0,No ,Metropolitian ,17
0x7ddd,INDORES12DEL03,35,4.2,22.74806,75.8934,22.83806,75.9834,2022-03-20,19:30:00,19:40:00,conditions Windy,Jam ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,44
0x279f,MUMRES13DEL03,27,4.2,19.178321,72.834715,19.268321,72.924715,2022-04-06,20:30:00,20:35:00,conditions Stormy,Jam ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,33
0xaefa,BANGRES06DEL03,29,4.5,12.979096,77.640625,13.009096,77.670625,2022-04-03,18:45:00,18:50:00,conditions Sunny,Medium ,0,Snack ,motorcycle ,0,No ,Metropolitian ,15
0xdad6,AGRRES11DEL02,34,4.7,27.163303,78.057044,27.293303,78.187044,2022-02-12,23:10:00,23:20:00,conditions Fog,Low ,1,Buffet ,scooter ,1,No ,Metropolitian ,27
0xc237,KNPRES15DEL02,20,4.7,26.482419,80.320939,26.502419,80.340939,2022-02-11,11:10:00,11:25:00,conditions Cloudy,High ,2,Meal ,scooter ,1,No ,Metropolitian ,25
0x4efc,VADRES13DEL01,29,4.8,22.310237,73.158921,22.350237,73.198921,2022-04-05,13:50:00,13:55:00,conditions Sunny,High ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,18
0x6e33,VADRES01DEL03,22,4.9,22.307898,73.167788,22.367898,73.227788,2022-04-05,18:40:00,18:45:00,conditions Stormy,Medium ,2,Snack ,scooter ,0,No ,Metropolitian ,21
0xd92f,AGRRES03DEL01,35,4.9,27.160832,78.011608,27.230832,78.081608,2022-02-18,21:15:00,21:30:00,conditions Cloudy,Jam ,0,Buffet ,motorcycle ,2,No ,Metropolitian ,53
0xd902,KOCRES14DEL01,32,4.4,10.027014,76.308053,10.137014,76.418053,2022-02-12,21:45:00,21:55:00,conditions Sandstorms,Jam ,0,Drinks ,motorcycle ,3,No ,Metropolitian ,42
0xd91a,LUDHRES18DEL01,28,4.9,30.890184,75.829615,31.000184,75.939615,2022-02-14,21:20:00,21:35:00,conditions Sunny,Jam ,2,Snack ,motorcycle ,1,No ,Metropolitian ,20
0x4f0c,COIMBRES14DEL02,30,4.7,11.003681,76.975525,11.133681,77.105525,2022-03-02,22:45:00,22:55:00,conditions Fog,Low ,1,Meal ,scooter ,0,No ,Metropolitian ,29
0x8456,CHENRES19DEL01,22,4.7,12.986047,80.218114,13.096047,80.328114,2022-04-04,20:10:00,20:20:00,conditions Stormy,Jam ,2,Snack ,scooter ,0,No ,Urban ,15
0x3329,COIMBRES15DEL02,36,4.7,11.006686,76.951736,11.056686,77.001736,2022-03-09,18:20:00,18:35:00,conditions Fog,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,30
0x1aa8,SURRES20DEL02,23,4.8,21.15276,72.778059,21.28276,72.908059,2022-03-12,20:40:00,20:45:00,conditions Windy,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,28
0x144d,INDORES18DEL02,22,4.8,22.753839,75.897429,22.773839,75.917429,2022-04-01,10:00:00,10:05:00,conditions Stormy,Low ,2,Drinks ,motorcycle ,1,No ,NaN ,19
0xd27b,AURGRES04DEL02,29,4.5,19.876106,75.340775,20.006106,75.470775,2022-02-18,22:30:00,22:40:00,conditions Sandstorms,Low ,2,Meal ,motorcycle ,1,No ,Metropolitian ,15
0xadd6,CHENRES01DEL01,34,4.9,13.005801,80.250744,13.115801,80.360744,2022-03-23,21:50:00,22:05:00,conditions Sandstorms,Jam ,0,Buffet ,motorcycle ,3,Yes ,Urban ,50
0x7c60,BANGRES010DEL01,38,4.1,12.933298,77.614293,12.943298,77.624293,2022-03-05,11:50:00,11:55:00,conditions Stormy,High ,0,Buffet ,motorcycle ,1,Yes ,Metropolitian ,41
0x4fb8,VADRES09DEL01,35,5.0,0.0,0.0,0.07,0.07,2022-03-27,17:25:00,17:35:00,conditions Fog,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,37
0x1406,VADRES15DEL03,38,4.7,0.0,0.0,0.06,0.06,2022-03-19,21:55:00,22:10:00,conditions Cloudy,Jam ,2,Drinks ,scooter ,1,No ,Metropolitian ,28
0xc63e,DEHRES010DEL01,32,4.3,30.328174,78.049117,30.398174,78.119117,2022-02-16,18:40:00,18:55:00,conditions Cloudy,Medium ,1,Meal ,scooter ,2,No ,Metropolitian ,35
0x7b03,BANGRES07DEL01,20,4.5,12.978453,77.643685,13.048453,77.713685,2022-03-02,20:25:00,20:35:00,conditions Windy,Jam ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,27
0x4314,CHENRES05DEL02,25,4.9,13.058616,80.264151,13.138616,80.344151,2022-03-02,21:45:00,21:50:00,conditions Fog,Jam ,0,Buffet ,motorcycle ,2,No ,Metropolitian ,43
0x9e5a,JAPRES06DEL03,29,4.5,26.911927,75.797282,26.971927,75.857282,2022-04-05,22:20:00,22:30:00,conditions Fog,Low ,2,Meal ,scooter ,0,No ,NaN ,12
0xc044,AGRRES12DEL03,32,4.7,-27.165108,78.015053,27.225108,78.075053,2022-02-13,20:55:00,21:10:00,conditions Sandstorms,Jam ,2,Meal ,scooter ,1,No ,Metropolitian ,31
0xd7d3,DEHRES12DEL02,39,4.1,0.0,0.0,0.13,0.13,2022-02-14,21:35:00,21:40:00,conditions Cloudy,Jam ,1,Drinks ,motorcycle ,2,No ,Metropolitian ,39
0x70b1,VADRES01DEL01,31,4.4,22.307898,73.167788,22.417898,73.277788,2022-03-20,21:15:00,21:20:00,conditions Stormy,Jam ,0,Buffet ,motorcycle ,1,No ,Urban ,47
0x59e5,SURRES13DEL02,37,4.5,21.170096,72.789122,21.220096,72.839122,2022-03-11,23:30:00,23:35:00,conditions Fog,Low ,0,Buffet ,motorcycle ,1,No ,Urban ,26
